.text
  00000000   02328020   add $16, $17, $18
  000128CC   00414806   srlv $9, $1, $2 # comment(18993)
  000128D0   20263A2A   addi $6, $1, 14890 # comment(18994)
  000128D4   0141B027   nor $22, $10, $1 # comment(18995)
  000128D8   00B40019   multu $5, $20 # comment(18996)
  000128DC   298FAF18   slti $15, $12, -20712 # comment(18997)
  000128E0   0000B812   mflo $23 # comment(18998)
  000128E4   01BE9804   sllv $19, $30, $13 # comment(18999)
  000128E8   3B6675E0   xori $6, $27, 30176 # comment(19000)
  000128EC   03800011   mthi $28 # comment(19001)
  000128F0   01390019   multu $9, $25 # comment(19002)
  000128F4   0179F806   srlv $31, $25, $11 # comment(19003)
  000128F8   00E20018   mult $7, $2 # comment(19004)
  000128FC   0000B010   mfhi $22
  00012900   0042D027   nor $26, $2, $2 # comment(19006)
  00012904   000FC542   srl $24, $15, 21 # comment(19007)
  00012908   03DA0823   subu $1, $30, $26 # comment(19008)
  0001290C   29D60151   slti $22, $14, 337 # comment(19009)
  00012910   01A30018   mult $13, $3
  00012914   016D1826   xor $3, $11, $13
  00012918   00002810   mfhi $5
  0001291C   000ACB42   srl $25, $10, 13 # comment(19013)
  00012920   01E23821   addu $7, $15, $2
  00012924   02082006   srlv $4, $8, $16
  00012928   01399821   addu $19, $9, $25
  0001292C   03150019   multu $24, $21
  00012930   03E00011   mthi $31
  00012934   0032A827   nor $21, $1, $18
  00012938   00CB9007   srav $18, $11, $6
  0001293C   00006812   mflo $13 # comment(19021)
  00012940   000C9C42   srl $19, $12, 17
  00012944   2418D8BF   addiu $24, $0, -10049 # comment(19023)
  00012948   286A85D7   slti $10, $3, -31273
  0001294C   27247643   addiu $4, $25, 30275 # comment(19025)
  00012950   00167B02   srl $15, $22, 12 # comment(19026)
  00012954   312F49CD   andi $15, $9, 18893
  00012958   01AF382B   sltu $7, $13, $15
  0001295C   031F001B   divu $24, $31
  00012960   007E001B   divu $3, $30 # comment(19030)
  00012964   3ADA0257   xori $26, $22, 599
  00012968   365963A7   ori $25, $18, 25511 # comment(19032)
  0001296C   0197001A   div $12, $23 # comment(19033)
  00012970   387816A1   xori $24, $3, 5793 # comment(19034)
  00012974   0017202A   slt $4, $0, $23 # comment(19035)
  00012978   02964804   sllv $9, $22, $20
  0001297C   0017C603   sra $24, $23, 24
  00012980   03102023   subu $4, $24, $16
  00012984   03A70020   add $0, $29, $7
  00012988   03830018   mult $28, $3
  0001298C   2523B9E6   addiu $3, $9, -17946 # comment(19041)
  00012990   245942F9   addiu $25, $2, 17145
  00012994   3BE3176F   xori $3, $31, 5999
  00012998   00003810   mfhi $7
  0001299C   013BE006   srlv $28, $27, $9
  000129A0   39CE6C88   xori $14, $14, 27784
  000129A4   3C0B5132   lui $11, 20786
  000129A8   0109D825   or $27, $8, $9 # comment(19048)
  000129AC   00000012   mflo $0
  000129B0   0280D806   srlv $27, $0, $20
  000129B4   35AF41C8   ori $15, $13, 16840 # comment(19051)
  000129B8   00189C80   sll $19, $24, 18 # comment(19052)
  000129BC   017E882B   sltu $17, $11, $30 # comment(19053)
  000129C0   36C60610   ori $6, $22, 1552 # comment(19054)
  000129C4   361E6DC6   ori $30, $16, 28102 # comment(19055)
  000129C8   021ED007   srav $26, $30, $16
  000129CC   30F66F85   andi $22, $7, 28549
  000129D0   228DE544   addi $13, $20, -6844
  000129D4   2B2A2F1A   slti $10, $25, 12058
  000129D8   030B602B   sltu $12, $24, $11
  000129DC   39D812AD   xori $24, $14, 4781 # comment(19061)
  000129E0   03270019   multu $25, $7 # comment(19062)
  000129E4   02D50822   sub $1, $22, $21
  000129E8   000B001A   div $0, $11
  000129EC   3C0F02C8   lui $15, 712 # comment(19065)
  000129F0   00006812   mflo $13
  000129F4   00B1C806   srlv $25, $17, $5 # comment(19067)
  000129F8   03060019   multu $24, $6
  000129FC   0017BEC3   sra $23, $23, 27 # comment(19069)
  00012A00   00A00011   mthi $5
  00012A04   021B2006   srlv $4, $27, $16
  00012A08   3AE93F67   xori $9, $23, 16231 # comment(19072)
  00012A0C   2F6AE5AA   sltiu $10, $27, -6742
  00012A10   03582022   sub $4, $26, $24
  00012A14   00F40019   multu $7, $20 # comment(19075)
  00012A18   0009A006   srlv $20, $9, $0
  00012A1C   0091001A   div $4, $17 # comment(19077)
  00012A20   0083A820   add $21, $4, $3
  00012A24   00A3C82B   sltu $25, $5, $3
  00012A28   03600013   mtlo $27
  00012A2C   3C144221   lui $20, 16929
  00012A30   2AEF7475   slti $15, $23, 29813 # comment(19082)
  00012A34   0118B021   addu $22, $8, $24 # comment(19083)
  00012A38   02D70018   mult $22, $23
  00012A3C   031B1806   srlv $3, $27, $24 # comment(19085)
  00012A40   02EBF021   addu $30, $23, $11 # comment(19086)
  00012A44   01D32826   xor $5, $14, $19
  00012A48   0000A810   mfhi $21 # comment(19088)
  00012A4C   00004812   mflo $9 # comment(19089)
  00012A50   03855026   xor $10, $28, $5
  00012A54   350049E5   ori $0, $8, 18917 # comment(19091)
  00012A58   03644807   srav $9, $4, $27 # comment(19092)
  00012A5C   03D92821   addu $5, $30, $25
  00012A60   03911025   or $2, $28, $17
  00012A64   21776140   addi $23, $11, 24896 # comment(19095)
  00012A68   03B2001B   divu $29, $18 # comment(19096)
  00012A6C   0016AF02   srl $21, $22, 28 # comment(19097)
  00012A70   003D2023   subu $4, $1, $29 # comment(19098)
  00012A74   02469006   srlv $18, $6, $18
  00012A78   02C80018   mult $22, $8 # comment(19100)
  00012A7C   36B60FE4   ori $22, $21, 4068 # comment(19101)
  00012A80   00F7F827   nor $31, $7, $23 # comment(19102)
  00012A84   00000812   mflo $1 # comment(19103)
  00012A88   002C9804   sllv $19, $12, $1
  00012A8C   016FD824   and $27, $11, $15
  00012A90   03C73023   subu $6, $30, $7 # comment(19106)
  00012A94   00325004   sllv $10, $18, $1 # comment(19107)
  00012A98   2C741094   sltiu $20, $3, 4244 # comment(19108)
  00012A9C   00082003   sra $4, $8, 0
  00012AA0   00539820   add $19, $2, $19
  00012AA4   02928025   or $16, $20, $18 # comment(19111)
  00012AA8   26C7F919   addiu $7, $22, -1767 # comment(19112)
  00012AAC   01403804   sllv $7, $0, $10 # comment(19113)
  00012AB0   34FB0879   ori $27, $7, 2169 # comment(19114)
  00012AB4   30154A4C   andi $21, $0, 19020
  00012AB8   00870018   mult $4, $7 # comment(19116)
  00012ABC   00001812   mflo $3 # comment(19117)
  00012AC0   27D588AE   addiu $21, $30, -30546
  00012AC4   38A766A8   xori $7, $5, 26280
  00012AC8   0330001A   div $25, $16
  00012ACC   27145297   addiu $20, $24, 21143 # comment(19121)
  00012AD0   01EB9004   sllv $18, $11, $15
  00012AD4   000F8BC3   sra $17, $15, 15 # comment(19123)
  00012AD8   0368001A   div $27, $8
  00012ADC   01E80018   mult $15, $8
  00012AE0   38DE1924   xori $30, $6, 6436 # comment(19126)
  00012AE4   34395D81   ori $25, $1, 23937 # comment(19127)
  00012AE8   02C7B827   nor $23, $22, $7
  00012AEC   27EF3160   addiu $15, $31, 12640 # comment(19129)
  00012AF0   0118A82A   slt $21, $8, $24
  00012AF4   01120018   mult $8, $18
  00012AF8   00129FC3   sra $19, $18, 31
  00012AFC   00113383   sra $6, $17, 14 # comment(19133)
  00012B00   0000C002   srl $24, $0, 0
  00012B04   2B4528E0   slti $5, $26, 10464 # comment(19135)
  00012B08   27A55B8B   addiu $5, $29, 23435
  00012B0C   02B9F024   and $30, $21, $25 # comment(19137)
  00012B10   03A00011   mthi $29 # comment(19138)
  00012B14   00004810   mfhi $9
  00012B18   02DAF822   sub $31, $22, $26 # comment(19140)
  00012B1C   00FB0019   multu $7, $27
  00012B20   0005A82B   sltu $21, $0, $5 # comment(19142)
  00012B24   001F2D00   sll $5, $31, 20
  00012B28   00007810   mfhi $15
  00012B2C   01100018   mult $8, $16
  00012B30   03B6482B   sltu $9, $29, $22 # comment(19146)
  00012B34   033BD822   sub $27, $25, $27 # comment(19147)
  00012B38   036F0824   and $1, $27, $15 # comment(19148)
  00012B3C   3C14285D   lui $20, 10333
  00012B40   00E00013   mtlo $7
  00012B44   02065807   srav $11, $6, $16 # comment(19151)
  00012B48   03C8C007   srav $24, $8, $30
  00012B4C   01FC002B   sltu $0, $15, $28
  00012B50   0067C007   srav $24, $7, $3 # comment(19154)
  00012B54   00003812   mflo $7
  00012B58   2E04FBF7   sltiu $4, $16, -1033 # comment(19156)
  00012B5C   035B602B   sltu $12, $26, $27
  00012B60   0037C825   or $25, $1, $23 # comment(19158)
  00012B64   01BA582A   slt $11, $13, $26 # comment(19159)
  00012B68   001C4102   srl $8, $28, 4
  00012B6C   0000B812   mflo $23 # comment(19161)
  00012B70   01A90018   mult $13, $9 # comment(19162)
  00012B74   02BB0018   mult $21, $27 # comment(19163)
  00012B78   001F3027   nor $6, $0, $31
  00012B7C   025B0023   subu $0, $18, $27
  00012B80   023F001B   divu $17, $31
  00012B84   01B5001B   divu $13, $21
  00012B88   00200013   mtlo $1
  00012B8C   3C1F3562   lui $31, 13666 # comment(19169)
  00012B90   02CEA027   nor $20, $22, $14
  00012B94   01430018   mult $10, $3 # comment(19171)
  00012B98   000BF043   sra $30, $11, 1 # comment(19172)
  00012B9C   2A2B9F43   slti $11, $17, -24765 # comment(19173)
  00012BA0   0314E007   srav $28, $20, $24
  00012BA4   2ACD229A   slti $13, $22, 8858 # comment(19175)
  00012BA8   03EB001B   divu $31, $11 # comment(19176)
  00012BAC   03301027   nor $2, $25, $16 # comment(19177)
  00012BB0   30552CA0   andi $21, $2, 11424
  00012BB4   0332B823   subu $23, $25, $18
  00012BB8   03C00011   mthi $30 # comment(19180)
  00012BBC   00BB0019   multu $5, $27
  00012BC0   01088822   sub $17, $8, $8
  00012BC4   00003812   mflo $7 # comment(19183)
  00012BC8   00DA6821   addu $13, $6, $26 # comment(19184)
  00012BCC   018F001B   divu $12, $15 # comment(19185)
  00012BD0   00009012   mflo $18 # comment(19186)
  00012BD4   01C0902A   slt $18, $14, $0
  00012BD8   00B7C006   srlv $24, $23, $5
  00012BDC   36E31455   ori $3, $23, 5205
  00012BE0   03DF0018   mult $30, $31
  00012BE4   00030019   multu $0, $3 # comment(19191)
  00012BE8   342E6A5F   ori $14, $1, 27231 # comment(19192)
  00012BEC   2D339C89   sltiu $19, $9, -25463
  00012BF0   00400013   mtlo $2
  00012BF4   30FA6659   andi $26, $7, 26201
  00012BF8   252B25E0   addiu $11, $9, 9696 # comment(19196)
  00012BFC   2DF2EBC8   sltiu $18, $15, -5176 # comment(19197)
  00012C00   038E9804   sllv $19, $14, $28
  00012C04   022DD823   subu $27, $17, $13
  00012C08   0162102A   slt $2, $11, $2 # comment(19200)
  00012C0C   2D2A7C76   sltiu $10, $9, 31862
  00012C10   001BA9C2   srl $21, $27, 7 # comment(19202)
  00012C14   3AF25EAE   xori $18, $23, 24238
  00012C18   0365B804   sllv $23, $5, $27 # comment(19204)
  00012C1C   00105CC0   sll $11, $16, 19 # comment(19205)
  00012C20   30EA1CA3   andi $10, $7, 7331 # comment(19206)
  00012C24   02649020   add $18, $19, $4 # comment(19207)
  00012C28   01800013   mtlo $12 # comment(19208)
  00012C2C   29CEC576   slti $14, $14, -14986
  00012C30   030EE020   add $28, $24, $14
  00012C34   2F9EF32F   sltiu $30, $28, -3281
  00012C38   3C1D5B25   lui $29, 23333
  00012C3C   00390019   multu $1, $25
  00012C40   03420019   multu $26, $2
  00012C44   01200011   mthi $9
  00012C48   02D5002B   sltu $0, $22, $21 # comment(19216)
  00012C4C   0164A821   addu $21, $11, $4
  00012C50   3BFA0373   xori $26, $31, 883 # comment(19218)
  00012C54   02C00011   mthi $22 # comment(19219)
  00012C58   0032A824   and $21, $1, $18
  00012C5C   3C0B7914   lui $11, 30996 # comment(19221)
  00012C60   0009CDC2   srl $25, $9, 23 # comment(19222)
  00012C64   0068C804   sllv $25, $8, $3 # comment(19223)
  00012C68   02A4E004   sllv $28, $4, $21
  00012C6C   00B7702A   slt $14, $5, $23
  00012C70   031D0018   mult $24, $29 # comment(19226)
  00012C74   0131E827   nor $29, $9, $17
  00012C78   00E4D024   and $26, $7, $4 # comment(19228)
  00012C7C   29DC85ED   slti $28, $14, -31251
  00012C80   01DD502A   slt $10, $14, $29 # comment(19230)
  00012C84   01E00013   mtlo $15 # comment(19231)
  00012C88   3A5A13B3   xori $26, $18, 5043 # comment(19232)
  00012C8C   0045E822   sub $29, $2, $5
  00012C90   3C123ACD   lui $18, 15053 # comment(19234)
  00012C94   0278E806   srlv $29, $24, $19 # comment(19235)
  00012C98   23D99A5D   addi $25, $30, -26019 # comment(19236)
  00012C9C   00800011   mthi $4
  00012CA0   00A00011   mthi $5
  00012CA4   00048303   sra $16, $4, 12
  00012CA8   211FBD22   addi $31, $8, -17118 # comment(19240)
  00012CAC   3C196E63   lui $25, 28259 # comment(19241)
  00012CB0   024E001A   div $18, $14
  00012CB4   01738020   add $16, $11, $19 # comment(19243)
  00012CB8   305844B7   andi $24, $2, 17591
  00012CBC   028A0019   multu $20, $10
  00012CC0   00006010   mfhi $12 # comment(19246)
  00012CC4   0000F812   mflo $31 # comment(19247)
  00012CC8   36802BCD   ori $0, $20, 11213
  00012CCC   00007810   mfhi $15 # comment(19249)
  00012CD0   01D67025   or $14, $14, $22
  00012CD4   00005810   mfhi $11
  00012CD8   000769C3   sra $13, $7, 7 # comment(19252)
  00012CDC   03C90807   srav $1, $9, $30 # comment(19253)
  00012CE0   001CD6C3   sra $26, $28, 27
  00012CE4   01EC1020   add $2, $15, $12
  00012CE8   02EBD823   subu $27, $23, $11 # comment(19256)
  00012CEC   00290823   subu $1, $1, $9
  00012CF0   245FB13A   addiu $31, $2, -20166 # comment(19258)
  00012CF4   011E0018   mult $8, $30
  00012CF8   02AD5804   sllv $11, $13, $21 # comment(19260)
  00012CFC   01A04020   add $8, $13, $0 # comment(19261)
  00012D00   2842C31B   slti $2, $2, -15589 # comment(19262)
  00012D04   3C1C3FCD   lui $28, 16333 # comment(19263)
  00012D08   001AE940   sll $29, $26, 5 # comment(19264)
  00012D0C   01CB8822   sub $17, $14, $11
  00012D10   03FB001A   div $31, $27
  00012D14   00AB3827   nor $7, $5, $11
  00012D18   0284502B   sltu $10, $20, $4 # comment(19268)
  00012D1C   02DF0019   multu $22, $31 # comment(19269)
  00012D20   0000F010   mfhi $30 # comment(19270)
  00012D24   037D001B   divu $27, $29
  00012D28   03EB001A   div $31, $11
  00012D2C   016D082B   sltu $1, $11, $13
  00012D30   02240018   mult $17, $4
  00012D34   00400011   mthi $2
  00012D38   3C073C9B   lui $7, 15515 # comment(19276)
  00012D3C   02AEB821   addu $23, $21, $14 # comment(19277)
  00012D40   028F3826   xor $7, $20, $15
  00012D44   02B92804   sllv $5, $25, $21 # comment(19279)
  00012D48   001A2103   sra $4, $26, 4
  00012D4C   0001EA02   srl $29, $1, 8 # comment(19281)
  00012D50   001A6E00   sll $13, $26, 24
  00012D54   0000E810   mfhi $29
  00012D58   01400013   mtlo $10 # comment(19284)
  00012D5C   00007782   srl $14, $0, 30
  00012D60   0137A821   addu $21, $9, $23 # comment(19286)
  00012D64   00C5001A   div $6, $5 # comment(19287)
  00012D68   01C10022   sub $0, $14, $1
  00012D6C   01D90018   mult $14, $25
  00012D70   3C0F1D3C   lui $15, 7484 # comment(19290)
  00012D74   2DAADD62   sltiu $10, $13, -8862 # comment(19291)
  00012D78   00E38006   srlv $16, $3, $7 # comment(19292)
  00012D7C   03186027   nor $12, $24, $24
  00012D80   013C001B   divu $9, $28
  00012D84   00663804   sllv $7, $6, $3 # comment(19295)
  00012D88   340731DA   ori $7, $0, 12762
  00012D8C   2ABF666B   slti $31, $21, 26219
  00012D90   000277C3   sra $14, $2, 31
  00012D94   03CE001B   divu $30, $14
  00012D98   2895E73F   slti $21, $4, -6337 # comment(19300)
  00012D9C   02BDC007   srav $24, $29, $21 # comment(19301)
  00012DA0   0398E824   and $29, $28, $24 # comment(19302)
  00012DA4   01760023   subu $0, $11, $22 # comment(19303)
  00012DA8   33E059CD   andi $0, $31, 22989 # comment(19304)
  00012DAC   0346001B   divu $26, $6 # comment(19305)
  00012DB0   00008010   mfhi $16 # comment(19306)
  00012DB4   023EB023   subu $22, $17, $30 # comment(19307)
  00012DB8   3C0D29B7   lui $13, 10679
  00012DBC   00E00013   mtlo $7
  00012DC0   00DC202B   sltu $4, $6, $28 # comment(19310)
  00012DC4   2CCE6253   sltiu $14, $6, 25171
  00012DC8   01BC001A   div $13, $28 # comment(19312)
  00012DCC   01007820   add $15, $8, $0
  00012DD0   03CCC806   srlv $25, $12, $30
  00012DD4   021F9806   srlv $19, $31, $16 # comment(19315)
  00012DD8   032D2024   and $4, $25, $13 # comment(19316)
  00012DDC   0267882A   slt $17, $19, $7 # comment(19317)
  00012DE0   00AEE020   add $28, $5, $14 # comment(19318)
  00012DE4   01A3D023   subu $26, $13, $3
  00012DE8   0000C810   mfhi $25
  00012DEC   0381001A   div $28, $1 # comment(19321)
  00012DF0   036B9826   xor $19, $27, $11 # comment(19322)
  00012DF4   025A2024   and $4, $18, $26 # comment(19323)
  00012DF8   37F77BE8   ori $23, $31, 31720 # comment(19324)
  00012DFC   0100F822   sub $31, $8, $0
  00012E00   0333001A   div $25, $19
  00012E04   28060463   slti $6, $0, 1123 # comment(19327)
  00012E08   00007812   mflo $15 # comment(19328)
  00012E0C   02900018   mult $20, $16
  00012E10   00001012   mflo $2 # comment(19330)
  00012E14   021E0018   mult $16, $30 # comment(19331)
  00012E18   0000C012   mflo $24
  00012E1C   0012802B   sltu $16, $0, $18 # comment(19333)
  00012E20   034B1023   subu $2, $26, $11
  00012E24   0016D683   sra $26, $22, 26 # comment(19335)
  00012E28   01A10019   multu $13, $1 # comment(19336)
  00012E2C   00E00013   mtlo $7
  00012E30   33C537A0   andi $5, $30, 14240
  00012E34   002F3806   srlv $7, $15, $1
  00012E38   02AEC02A   slt $24, $21, $14 # comment(19340)
  00012E3C   01ECE804   sllv $29, $12, $15 # comment(19341)
  00012E40   3B0F0712   xori $15, $24, 1810 # comment(19342)
  00012E44   03070019   multu $24, $7 # comment(19343)
  00012E48   02C1B827   nor $23, $22, $1 # comment(19344)
  00012E4C   246A05DA   addiu $10, $3, 1498 # comment(19345)
  00012E50   001E8782   srl $16, $30, 30 # comment(19346)
  00012E54   02F28824   and $17, $23, $18 # comment(19347)
  00012E58   0066602A   slt $12, $3, $6
  00012E5C   2AE30FD7   slti $3, $23, 4055 # comment(19349)
  00012E60   01EA4827   nor $9, $15, $10
  00012E64   2EB8D252   sltiu $24, $21, -11694
  00012E68   00EB8025   or $16, $7, $11 # comment(19352)
  00012E6C   0029982B   sltu $19, $1, $9
  00012E70   00C9F82B   sltu $31, $6, $9 # comment(19354)
  00012E74   00D37821   addu $15, $6, $19
  00012E78   3C192C04   lui $25, 11268
  00012E7C   000F1CC2   srl $3, $15, 19 # comment(19357)
  00012E80   0000E012   mflo $28 # comment(19358)
  00012E84   00060025   or $0, $0, $6 # comment(19359)
  00012E88   2E52026A   sltiu $18, $18, 618
  00012E8C   27D8218C   addiu $24, $30, 8588
  00012E90   38F433FD   xori $20, $7, 13309
  00012E94   0000A012   mflo $20 # comment(19363)
  00012E98   02613807   srav $7, $1, $19
  00012E9C   00007810   mfhi $15
  00012EA0   3AF2060C   xori $18, $23, 1548 # comment(19366)
  00012EA4   03B49021   addu $18, $29, $20 # comment(19367)
  00012EA8   01DC082B   sltu $1, $14, $28
  00012EAC   00263824   and $7, $1, $6
  00012EB0   39F86A8A   xori $24, $15, 27274 # comment(19370)
  00012EB4   018E001A   div $12, $14 # comment(19371)
  00012EB8   31A853AF   andi $8, $13, 21423 # comment(19372)
  00012EBC   326B7029   andi $11, $19, 28713
  00012EC0   00017EC2   srl $15, $1, 27 # comment(19374)
  00012EC4   00EB2020   add $4, $7, $11 # comment(19375)
  00012EC8   2288D155   addi $8, $20, -11947 # comment(19376)
  00012ECC   005CA825   or $21, $2, $28 # comment(19377)
  00012ED0   23C995B1   addi $9, $30, -27215 # comment(19378)
  00012ED4   0171B026   xor $22, $11, $17 # comment(19379)
  00012ED8   03BF1824   and $3, $29, $31
  00012EDC   01F7582B   sltu $11, $15, $23 # comment(19381)
  00012EE0   03AB9820   add $19, $29, $11 # comment(19382)
  00012EE4   0036182B   sltu $3, $1, $22 # comment(19383)
  00012EE8   33F01E5A   andi $16, $31, 7770
  00012EEC   00165827   nor $11, $0, $22
  00012EF0   03F3001B   divu $31, $19 # comment(19386)
  00012EF4   02960018   mult $20, $22 # comment(19387)
  00012EF8   00F90824   and $1, $7, $25 # comment(19388)
  00012EFC   01E00013   mtlo $15 # comment(19389)
  00012F00   00880019   multu $4, $8
  00012F04   02753822   sub $7, $19, $21 # comment(19391)
  00012F08   2689CA31   addiu $9, $20, -13775
  00012F0C   31A151FF   andi $1, $13, 20991 # comment(19393)
  00012F10   000B0E83   sra $1, $11, 26 # comment(19394)
  00012F14   26E3FB6D   addiu $3, $23, -1171
  00012F18   3C11419C   lui $17, 16796
  00012F1C   02340018   mult $17, $20
  00012F20   00523823   subu $7, $2, $18 # comment(19398)
  00012F24   02770019   multu $19, $23
  00012F28   008B9024   and $18, $4, $11
  00012F2C   0000F810   mfhi $31 # comment(19401)
  00012F30   0000F810   mfhi $31 # comment(19402)
  00012F34   00AEB822   sub $23, $5, $14 # comment(19403)
  00012F38   00008010   mfhi $16 # comment(19404)
  00012F3C   00044540   sll $8, $4, 21 # comment(19405)
  00012F40   349D3529   ori $29, $4, 13609 # comment(19406)
  00012F44   00C00013   mtlo $6
  00012F48   39963A97   xori $22, $12, 14999
  00012F4C   2C5A26E5   sltiu $26, $2, 9957
  00012F50   31575D6C   andi $23, $10, 23916 # comment(19410)
  00012F54   03BD3821   addu $7, $29, $29
  00012F58   03BCD820   add $27, $29, $28
  00012F5C   2FF7325F   sltiu $23, $31, 12895
  00012F60   005E0018   mult $2, $30
  00012F64   01640019   multu $11, $4 # comment(19415)
  00012F68   2203A999   addi $3, $16, -22119 # comment(19416)
  00012F6C   02200013   mtlo $17 # comment(19417)
  00012F70   00165C80   sll $11, $22, 18
  00012F74   258D01ED   addiu $13, $12, 493 # comment(19419)
  00012F78   004D001A   div $2, $13 # comment(19420)
  00012F7C   2C3D655B   sltiu $29, $1, 25947 # comment(19421)
  00012F80   2DF41B9B   sltiu $20, $15, 7067
  00012F84   00C99807   srav $19, $9, $6
  00012F88   03B5F02B   sltu $30, $29, $21
  00012F8C   0010E021   addu $28, $0, $16
  00012F90   248C2074   addiu $12, $4, 8308 # comment(19426)
  00012F94   0000F810   mfhi $31 # comment(19427)
  00012F98   28C869DD   slti $8, $6, 27101 # comment(19428)
  00012F9C   02872827   nor $5, $20, $7 # comment(19429)
  00012FA0   0000C010   mfhi $24 # comment(19430)
  00012FA4   3C1A2617   lui $26, 9751
  00012FA8   03F1882A   slt $17, $31, $17
  00012FAC   00005812   mflo $11
  00012FB0   3B0A34E1   xori $10, $24, 13537 # comment(19434)
  00012FB4   35F44A4D   ori $20, $15, 19021 # comment(19435)
  00012FB8   0151F821   addu $31, $10, $17 # comment(19436)
  00012FBC   2EABB06A   sltiu $11, $21, -20374
  00012FC0   03F0001A   div $31, $16
  00012FC4   0258001B   divu $18, $24 # comment(19439)
  00012FC8   0223D807   srav $27, $3, $17 # comment(19440)
  00012FCC   0009CB00   sll $25, $9, 12
  00012FD0   33046583   andi $4, $24, 25987 # comment(19442)
  00012FD4   03D69025   or $18, $30, $22 # comment(19443)
  00012FD8   3C0628A3   lui $6, 10403
  00012FDC   02C3001B   divu $22, $3 # comment(19445)
  00012FE0   00000012   mflo $0 # comment(19446)
  00012FE4   0084001A   div $4, $4
  00012FE8   00229021   addu $18, $1, $2 # comment(19448)
  00012FEC   02D15825   or $11, $22, $17
  00012FF0   02EE482A   slt $9, $23, $14
  00012FF4   030F8820   add $17, $24, $15
  00012FF8   00032442   srl $4, $3, 17 # comment(19452)
  00012FFC   03F49004   sllv $18, $20, $31 # comment(19453)
  00013000   0162D806   srlv $27, $2, $11
  00013004   0362D820   add $27, $27, $2
  00013008   020FF82A   slt $31, $16, $15
  0001300C   02CED007   srav $26, $14, $22
  00013010   02882024   and $4, $20, $8 # comment(19458)
  00013014   29B88731   slti $24, $13, -30927 # comment(19459)
  00013018   03EC001B   divu $31, $12
  0001301C   00130827   nor $1, $0, $19 # comment(19461)
  00013020   01D2F006   srlv $30, $18, $14 # comment(19462)
  00013024   035FA821   addu $21, $26, $31
  00013028   01D67025   or $14, $14, $22
  0001302C   00040DC2   srl $1, $4, 23 # comment(19465)
  00013030   3C061813   lui $6, 6163
  00013034   00F06020   add $12, $7, $16 # comment(19467)
  00013038   323512D1   andi $21, $17, 4817 # comment(19468)
  0001303C   021C0019   multu $16, $28
  00013040   31391570   andi $25, $9, 5488
  00013044   0253A026   xor $20, $18, $19
  00013048   23187403   addi $24, $24, 29699 # comment(19472)
  0001304C   005C3806   srlv $7, $28, $2 # comment(19473)
  00013050   001BB283   sra $22, $27, 10 # comment(19474)
  00013054   01CE4022   sub $8, $14, $14
  00013058   00151FC3   sra $3, $21, 31
  0001305C   0014B882   srl $23, $20, 2 # comment(19477)
  00013060   39193204   xori $25, $8, 12804 # comment(19478)
  00013064   00EB6827   nor $13, $7, $11 # comment(19479)
  00013068   03020821   addu $1, $24, $2
  0001306C   01497022   sub $14, $10, $9 # comment(19481)
  00013070   02863806   srlv $7, $6, $20
  00013074   0003D9C0   sll $27, $3, 7 # comment(19483)
  00013078   02134807   srav $9, $19, $16
  0001307C   2B150678   slti $21, $24, 1656
  00013080   03BD8825   or $17, $29, $29
  00013084   01000019   multu $8, $0
  00013088   00E00013   mtlo $7
  0001308C   342414BF   ori $4, $1, 5311 # comment(19489)
  00013090   0013EFC3   sra $29, $19, 31
  00013094   03A00013   mtlo $29
  00013098   0208F027   nor $30, $16, $8 # comment(19492)
  0001309C   01FAA025   or $20, $15, $26 # comment(19493)
  000130A0   250150E3   addiu $1, $8, 20707 # comment(19494)
  000130A4   01F6B004   sllv $22, $22, $15
  000130A8   03DC0018   mult $30, $28 # comment(19496)
  000130AC   3C05273C   lui $5, 10044 # comment(19497)
  000130B0   02F26022   sub $12, $23, $18
  000130B4   20F36CC5   addi $19, $7, 27845 # comment(19499)
  000130B8   0245E824   and $29, $18, $5
  000130BC   00008010   mfhi $16 # comment(19501)
  000130C0   01C7E02A   slt $28, $14, $7
  000130C4   03200011   mthi $25 # comment(19503)
  000130C8   0223A004   sllv $20, $3, $17
  000130CC   2F299F1D   sltiu $9, $25, -24803 # comment(19505)
  000130D0   01FBD820   add $27, $15, $27
  000130D4   02568821   addu $17, $18, $22
  000130D8   03FB001B   divu $31, $27 # comment(19508)
  000130DC   02D34820   add $9, $22, $19 # comment(19509)
  000130E0   01811021   addu $2, $12, $1
  000130E4   001F66C0   sll $12, $31, 27 # comment(19511)
  000130E8   015B0023   subu $0, $10, $27 # comment(19512)
  000130EC   20169485   addi $22, $0, -27515
  000130F0   03C7F027   nor $30, $30, $7 # comment(19514)
  000130F4   00AF6804   sllv $13, $15, $5 # comment(19515)
  000130F8   02CB1007   srav $2, $11, $22 # comment(19516)
  000130FC   330959F0   andi $9, $24, 23024
  00013100   3C1B26F7   lui $27, 9975
  00013104   388108A2   xori $1, $4, 2210 # comment(19519)
  00013108   00433806   srlv $7, $3, $2
  0001310C   00009012   mflo $18 # comment(19521)
  00013110   011B4821   addu $9, $8, $27 # comment(19522)
  00013114   3C000BB9   lui $0, 3001
  00013118   379B28F0   ori $27, $28, 10480 # comment(19524)
  0001311C   2236A710   addi $22, $17, -22768 # comment(19525)
  00013120   2CBFC65A   sltiu $31, $5, -14758
